Code NACRES;Montant;Element d'OTP;Centre de couts;Departement;Laboratoire
NE.04;10 900,00;OP20-039-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;287,73;;BIO_IB1;Biologie;IBENS
ND.11;572,34;;BIO_IB1;Biologie;IBENS
NB.17;1 120,00;OP17-061-OTP-01;BIO_IB_CR;Biologie;IBENS
KG.02;500,00;;BIO_IB1;Biologie;IBENS
EC.01;1 500,00;OP21-090-OTP-01;BIO_IB_CR;Biologie;IBENS
GA.09;69,00;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;1 151,68;;BIO_IB1;Biologie;IBENS
OB.11;985,00;OP20-067-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;9 456,00;;BIO_IB1;Biologie;IBENS
AA.66;707,50;;BIO_IB1;Biologie;IBENS
NB.11;95,00;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
AA.64;112,50;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.01;978,00;;BIO_IB1;Biologie;IBENS
XD.01;19,56;;BIO_IB1;Biologie;IBENS
NB.02;469,93;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.56;50 895,90;OP16-095-OTP-01;BIO_IB_CR;Biologie;IBENS
ID.14;25 000,00;OP19-137-OTP-01;BIO_CR;Biologie;IBENS
XC.01;375,00;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
FC.02;83,76;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.62;42,50;OP19-029-OTP-01;BIO_IB_CR;Biologie;IBENS
IA.25;580,82;OP19-116-OTP-01;BIO_IB_CR;Biologie;IBENS
NC.51;95,00;OP21-184-OTP-01;BIO_IB_CR;Biologie;IBENS
AB.02;840,79;;BIO_IB1;Biologie;IBENS
ID.17;844,33;;BIO_IB1;Biologie;IBENS
BD.11;1 841,37;;BIO_IB1;Biologie;IBENS
XC.01;375,00;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
FB.02;97,65;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
FC.02;97,64;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
MA.44;35 758,90;OP19-039-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.01;357,50;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.01;32,50;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
GA.05;317,96;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
GB.21;421,57;;BIO_IB1;Biologie;IBENS
NB.11;609,35;OP20-141-OTP-01;BIO_IB_CR;Biologie;IBENS
NE.02;407,00;;BIO_IB1;Biologie;IBENS
BE.15;841,20;;BIO_IB1;Biologie;IBENS
QC.01;343,00;;BIO_IB1;Biologie;IBENS
ND.13;7 556,58;;BIO_IB1;Biologie;IBENS
ND.13;575,22;;BIO_IB1;Biologie;IBENS
XD.61;2 295,00;;BIO_IB1;Biologie;IBENS
XD.31;1 000,00;OP20-029-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;280,41;;BIO_IB1;Biologie;IBENS
IB.31;803,78;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
HA.05;126,02;;BIO_IB1;Biologie;IBENS
IA.24;264,98;;BIO_IB1;Biologie;IBENS
IA.24;257,47;;BIO_IB1;Biologie;IBENS
EB.11;2 250,00;;BIO_IB1;Biologie;IBENS
AC.31;144,41;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
AA.64;143,00;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
CB.02;266,58;;BIO_IB1;Biologie;IBENS
NA.31;6 532,95;;BIO_IB1;Biologie;IBENS
NA.31;25,00;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
NA.52;1 171,68;;BIO_IB1;Biologie;IBENS
ND.04;2 183,70;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.35;528,00;;BIO_IB1;Biologie;IBENS
HA.23;306,00;;BIO_IB1;Biologie;IBENS
BB.31;1 013,77;;BIO_IB1;Biologie;IBENS
ID.17;117,48;;BIO_IB1;Biologie;IBENS
NB.84;2 827,83;;BIO_IB1;Biologie;IBENS
GB.21;212,90;;BIO_IB1;Biologie;IBENS
HA.11;294,77;;BIO_IB1;Biologie;IBENS
NA.25;106,71;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
QB.11;31 240,00;;BIO_IB1;Biologie;IBENS
NB.02;3 531,03;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.71;4 177,80;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.22;721,20;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.05;754,68;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;191,00;;BIO_IB1;Biologie;IBENS
OA.01;562,08;OP20-067-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;399,00;;BIO_IB1;Biologie;IBENS
QB.01;637,05;;BIO_IB1;Biologie;IBENS
XD.61;125,70;;BIO_IB1;Biologie;IBENS
MA.46;5 825,04;;BIO_IB1;Biologie;IBENS
IB.31;2 927,59;;BIO_IB1;Biologie;IBENS
NB.35;359,91;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.25;459,13;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.25;6,18;OP20-024-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.47;286,25;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.55;354,00;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
MA.47;2 276,45;OP19-107-OTP-01;BIO_IB_CR;Biologie;IBENS
KE.23;29 885,00;OP21-090-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.84;4 076,30;;BIO_IB1;Biologie;IBENS
HC.02;620,69;;BIO_IB1;Biologie;IBENS
NA.56;3 964,41;OP18-084-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.46;2 421,00;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.17;717,23;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
KA.33;2 883,54;OP20-038-OTP-01;BIO_IB_CR;Biologie;IBENS
RA.17;528,00;OP21-184-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.01;1 135,00;;BIO_IB1;Biologie;IBENS
NB.02;1 497,91;;BIO_IB1;Biologie;IBENS
NB.86;6 670,32;;BIO_IB1;Biologie;IBENS
NE.11;5 317,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;437,50;OP19-107-OTP-01;BIO_IB_CR;Biologie;IBENS
BD.02;97,15;;BIO_IB1;Biologie;IBENS
CB.02;220,75;;BIO_IB1;Biologie;IBENS
KA.31;767,50;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.72;551,00;;BIO_IB1;Biologie;IBENS
NB.01;491,20;;BIO_IB1;Biologie;IBENS
BE.12;1 130,16;;BIO_IB1;Biologie;IBENS
QC.01;1 588,40;;BIO_IB1;Biologie;IBENS
XD.62;6,60;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.62;22,00;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;340,68;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1 408,59;OP18-109-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1 056,08;OP21-184-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;242,88;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;500,20;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;248,08;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;328,33;;BIO_IB1;Biologie;IBENS
DC.01;659,01;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;52,47;OP21-090-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;52,47;OP21-090-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;409,76;OP21-135-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;38,30;;BIO_IB1;Biologie;IBENS
DC.01;57,43;;BIO_IB1;Biologie;IBENS
DC.01;66,60;;BIO_IB1;Biologie;IBENS
DC.01;27,47;OP19-029-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;41,48;OP19-029-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;246,30;OP19-127-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;142,97;OP19-127-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;138,97;OP19-127-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;121,30;;BIO_IB1;Biologie;IBENS
DC.01;252,26;OP21-095-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;46,38;;BIO_IB1;Biologie;IBENS
DC.01;124,80;;BIO_IB1;Biologie;IBENS
DC.01;184,63;OP19-029-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;548,58;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;155,80;;BIO_IB1;Biologie;IBENS
DC.01;153,30;OP20-069-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;172,13;;BIO_IB1;Biologie;IBENS
DC.01;816,66;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;101,30;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;827,37;OP20-069-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;137,43;OP19-029-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;763,88;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.47;285,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.76;347,50;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;48,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
KE.13;133,10;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;17,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.21;54,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.02;170,04;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;3,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.31;422,10;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.16;92,70;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.77;154,00;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;40,00;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.45;375,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;40,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
NB.16;92,70;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.77;154,00;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;40,00;OP22-017-OTP-01;BIO_IB_CR;Biologie;IBENS
ND.11;2 339,43;;BIO_IB1;Biologie;IBENS
DC.01;297,68;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;393,97;;BIO_IB1;Biologie;IBENS
DC.01;790,81;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;145,30;;BIO_IB1;Biologie;IBENS
DC.01;302,45;OP21-095-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;206,30;;BIO_IB1;Biologie;IBENS
ND.11;1 690,61;;BIO_IB1;Biologie;IBENS
HC.02;372,03;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
NB.84;396,75;;BIO_IB1;Biologie;IBENS
IA.32;2 000,00;;BIO_IB1;Biologie;IBENS
IA.32;6 000,00;;BIO_IB1;Biologie;IBENS
IA.32;330,00;;BIO_IB1;Biologie;IBENS
XD.01;120,00;;BIO_IB1;Biologie;IBENS
XD.01;206,00;;BIO_IB1;Biologie;IBENS
XD.01;19,56;;BIO_IB1;Biologie;IBENS
KF.01;10 678,12;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;1 719,20;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;431,77;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;216,02;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;332,02;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
NA.46;41,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
JB.11;429,24;;BIO_IB1;Biologie;IBENS
JB.11;133,76;;BIO_IB1;Biologie;IBENS
JB.11;298,30;;BIO_IB1;Biologie;IBENS
JB.11;436,05;;BIO_IB1;Biologie;IBENS
JB.11;1 875,30;;BIO_IB1;Biologie;IBENS
JB.11;1 332,65;;BIO_IB1;Biologie;IBENS
JB.11;114,15;;BIO_IB1;Biologie;IBENS
JB.11;492,10;;BIO_IB1;Biologie;IBENS
JB.11;435,10;;BIO_IB1;Biologie;IBENS
JB.11;463,60;;BIO_IB1;Biologie;IBENS
JB.11;783,75;;BIO_IB1;Biologie;IBENS
JB.11;1 941,68;;BIO_IB1;Biologie;IBENS
JB.11;55,82;;BIO_IB1;Biologie;IBENS
JB.11;669,75;;BIO_IB1;Biologie;IBENS
JB.11;467,40;;BIO_IB1;Biologie;IBENS
JB.11;776,15;;BIO_IB1;Biologie;IBENS
JB.11;484,50;;BIO_IB1;Biologie;IBENS
JB.11;484,50;;BIO_IB1;Biologie;IBENS
JB.11;1 448,55;;BIO_IB1;Biologie;IBENS
JB.11;179,64;;BIO_IB1;Biologie;IBENS
JB.11;1 250,20;;BIO_IB1;Biologie;IBENS
JB.11;668,80;;BIO_IB1;Biologie;IBENS
DC.01;1,00;OP21-184-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1,00;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1,00;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1,00;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1,00;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
JB.11;1 389,15;;BIO_IB1;Biologie;IBENS
JB.11;1 119,30;;BIO_IB1;Biologie;IBENS
JB.11;907,70;;BIO_IB1;Biologie;IBENS
JB.11;132,08;;BIO_IB1;Biologie;IBENS
JB.11;173,76;;BIO_IB1;Biologie;IBENS
JB.11;108,86;;BIO_IB1;Biologie;IBENS
DC.01;916,66;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;658,30;OP19-152-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;596,28;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;3,30;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;1 267,29;OP21-184-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;286,29;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;4,30;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
AB.01;68,95;;BIO_IB1;Biologie;IBENS
AB.01;10,95;;BIO_IB1;Biologie;IBENS
XD.61;8,90;;BIO_IB1;Biologie;IBENS
KB.31;174,54;;BIO_IB1;Biologie;IBENS
KB.31;28,00;;BIO_IB1;Biologie;IBENS
RA.23;69,94;;BIO_IB1;Biologie;IBENS
RA.23;33,80;;BIO_IB1;Biologie;IBENS
RA.23;106,60;;BIO_IB1;Biologie;IBENS
RA.23;36,90;;BIO_IB1;Biologie;IBENS
RA.23;21,90;;BIO_IB1;Biologie;IBENS
RA.23;21,20;;BIO_IB1;Biologie;IBENS
HA.01;210,00;;BIO_IB1;Biologie;IBENS
HA.01;210,00;;BIO_IB1;Biologie;IBENS
NB.35;108,72;;BIO_IB1;Biologie;IBENS
NB.03;113,92;;BIO_IB1;Biologie;IBENS
NB.03;143,02;;BIO_IB1;Biologie;IBENS
NB.11;54,66;;BIO_IB1;Biologie;IBENS
NB.24;128,79;;BIO_IB1;Biologie;IBENS
NB.02;156,87;;BIO_IB1;Biologie;IBENS
NB.35;46,14;;BIO_IB1;Biologie;IBENS
NB.35;42,94;;BIO_IB1;Biologie;IBENS
NB.17;196,95;;BIO_IB1;Biologie;IBENS
NB.17;67,35;;BIO_IB1;Biologie;IBENS
NB.43;22,86;;BIO_IB1;Biologie;IBENS
NB.11;171,09;;BIO_IB1;Biologie;IBENS
NB.79;299,00;;BIO_IB1;Biologie;IBENS
NB.15;217,00;;BIO_IB1;Biologie;IBENS
NB.15;180,46;;BIO_IB1;Biologie;IBENS
ND.11;345,11;;BIO_IB1;Biologie;IBENS
QA.24;132,23;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
QA.24;378,12;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
QA.24;7,70;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
QA.24;297,22;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;370,50;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;199,50;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
GA.41;560,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
GA.41;90,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.52;194,74;OP18-109-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.52;191,10;OP18-109-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;22,00;OP18-109-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;36,00;OP18-109-OTP-01;BIO_IB_CR;Biologie;IBENS
BE.09;4 845,96;;BIO_IB1;Biologie;IBENS
BE.09;4 000,00;;BIO_IB1;Biologie;IBENS
IB.11;234,74;OP19-121-OTP-01;BIO_IB_CR;Biologie;IBENS
IA.01;4 067,91;OP19-116-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.31;3 895,20;;BIO_IB1;Biologie;IBENS
OA.05;370,00;OP19-121-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;25,00;OP19-121-OTP-01;BIO_IB_CR;Biologie;IBENS
FC.11;440,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;5,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;5,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KB.02;3 112,20;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KB.02;3 013,92;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KB.02;748,80;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KB.02;1 740,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KB.02;1 800,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KB.02;810,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;1 380,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
BE.15;300,00;;BIO_IB1;Biologie;IBENS
AB.01;7,52;;BIO_IB1;Biologie;IBENS
AB.01;35,40;;BIO_IB1;Biologie;IBENS
KG.01;2 913,00;;BIO_IB1;Biologie;IBENS
KG.01;3 918,00;;BIO_IB1;Biologie;IBENS
KG.01;2 730,00;;BIO_IB1;Biologie;IBENS
HC.02;2 400,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
HC.02;2 000,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
NB.17;172,42;OP20-024-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.11;234,74;OP19-121-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;79,50;;BIO_IB1;Biologie;IBENS
QA.24;178,38;;BIO_IB1;Biologie;IBENS
QA.24;48,81;;BIO_IB1;Biologie;IBENS
XC.21;38 000,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.21;1 900,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.21;11 840,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.21;592,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.21;64 000,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
XC.21;1 920,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.54;183,60;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.54;154,80;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.55;160,20;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
AC.31;16,67;OP19-165-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.12;61,08;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.11;104,64;OP19-127-OTP-01;BIO_IB_CR;Biologie;IBENS
AA.64;159,09;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
CB.12;1 350,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.11;244,32;OP19-118-OTP-01;BIO_IB_CR;Biologie;IBENS
IC.31;15 760,21;;BIO_IB1;Biologie;IBENS
MB.03;26 109,16;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
AB.01;23,08;;BIO_IB1;Biologie;IBENS
AB.01;17,35;;BIO_IB1;Biologie;IBENS
XD.61;9,00;;BIO_IB1;Biologie;IBENS
IA.24;72,00;OP18-023-OTP-01;BIO_IB_CR;Biologie;IBENS
FC.11;150,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
FC.11;220,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;3,50;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;3,50;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
RA.15;287,50;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
IB.11;61,08;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
IC.02;165,75;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;5,05;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;5,05;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XC.01;54,55;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
BE.15;6 966,85;;BIO_IB1;Biologie;IBENS
BE.15;6 966,85;;BIO_IB1;Biologie;IBENS
BE.15;2 152,68;;BIO_IB1;Biologie;IBENS
BE.15;943,87;;BIO_IB1;Biologie;IBENS
BG.21;2 743,20;;BIO_IB1;Biologie;IBENS
DC.01;200,00;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.11;0,70;OP16-045-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.11;104,64;OP18-023-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.11;244,32;OP19-012-OTP-01;BIO_IB_CR;Biologie;IBENS
IC.41;3 587,66;;BIO_IB1;Biologie;IBENS
IC.41;3 587,66;;BIO_IB1;Biologie;IBENS
JB.11;4 070,00;;BIO_IB1;Biologie;IBENS
BD.27;829,00;;BIO_IB1;Biologie;IBENS
BD.27;875,80;;BIO_IB1;Biologie;IBENS
BD.27;360,00;;BIO_IB1;Biologie;IBENS
BD.24;265,96;;BIO_IB1;Biologie;IBENS
TB.12;16,80;;BIO_IB1;Biologie;IBENS
TB.12;5,16;;BIO_IB1;Biologie;IBENS
TB.11;44,90;;BIO_IB1;Biologie;IBENS
TB.11;108,40;;BIO_IB1;Biologie;IBENS
IA.25;66,58;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
IA.25;149,17;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
IA.25;1 537,50;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;8,25;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
KG.01;83,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
KG.01;124,50;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;1 486,48;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;178,58;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;1 310,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;457,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
JB.11;354,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
BE.15;7 365,92;;BIO_IB1;Biologie;IBENS
JA.02;2 500,00;;BIO_IB1;Biologie;IBENS
IB.11;104,64;OP20-039-OTP-01;BIO_IB_CR;Biologie;IBENS
IB.11;104,64;OP20-039-OTP-01;BIO_IB_CR;Biologie;IBENS
EC.01;17 500,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
FD.01;2 400,00;;BIO_IB1;Biologie;IBENS
HB.01;14 850,00;;BIO_IB1;Biologie;IBENS
XD.01;240,00;;BIO_IB1;Biologie;IBENS
XD.01;451,12;;BIO_IB1;Biologie;IBENS
JA.12;194,00;;BIO_IB1;Biologie;IBENS
XD.61;40,00;;BIO_IB1;Biologie;IBENS
IA.24;48,43;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
IA.24;66,22;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
IA.24;67,40;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
IA.24;43,07;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
DC.01;252,43;OP18-023-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.11;15,00;OP18-023-OTP-01;BIO_IB_CR;Biologie;IBENS
AB.02;55,64;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
AB.02;1 127,00;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
JA.01;219,02;PL_GENOM-OTP-01;BIO_IB1;Biologie;IBENS
DC.01;410,11;OP18-023-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.11;0,10;OP18-023-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;119,67;OP19-116-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.11;0,10;OP19-116-OTP-01;BIO_IB_CR;Biologie;IBENS
FC.11;195,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
XD.61;5,00;PL_IBENS-OTP-01;BIO_IB1;Biologie;IBENS
NA.26;105,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.77;77,50;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
NA.23;446,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
XD.61;80,00;OP20-061-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.01;296,60;OP19-116-OTP-01;BIO_IB_CR;Biologie;IBENS
DC.11;0,10;OP19-116-OTP-01;BIO_IB_CR;Biologie;IBENS
IA.42;5,53;;BIO_IB1;Biologie;IBENS
IA.42;5,53;;BIO_IB1;Biologie;IBENS
IA.42;5,53;;BIO_IB1;Biologie;IBENS
IA.42;5,53;;BIO_IB1;Biologie;IBENS
IA.42;2 876,40;;BIO_IB1;Biologie;IBENS
IA.42;2 876,40;;BIO_IB1;Biologie;IBENS
IA.42;727,40;;BIO_IB1;Biologie;IBENS
IA.42;727,40;;BIO_IB1;Biologie;IBENS
IA.42;309,50;;BIO_IB1;Biologie;IBENS
IA.42;309,50;;BIO_IB1;Biologie;IBENS
IA.42;309,50;;BIO_IB1;Biologie;IBENS
IA.42;309,50;;BIO_IB1;Biologie;IBENS
IA.42;33,75;;BIO_IB1;Biologie;IBENS
IA.42;33,75;;BIO_IB1;Biologie;IBENS
