category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit
Véhicules,Vélo,Musculaire,km,Non disponible,2019,0.0,0.0,0.0,0,0.005,0.7,kg eCO2/km
Véhicules,Vélo,Électrique,km,"VAE, bicyclette a assistance électrique",2020,0.0,0.0,0.0,0,0.0109,0.5,kg eCO2/km
Véhicules,Trottinette,Électrique,km,Trotinette electrique,2020,0.0,0.0,0.0,0,0.0249,0.5,kg eCO2/km
Véhicules,Aéronef,Avion à hélices (pistons),litre,Essence aviation (AvGas) France continentale,2014,2.96,0.0513,0.0,0,3.0113,0.05,kg eCO2/litre
Véhicules,Aéronef,Hélicoptère (pistons),litre,Essence aviation (AvGas) France continentale,2014,2.96,0.0513,0.0,0,3.0113,0.05,kg eCO2/litre
Véhicules,Aéronef,Avion à hélices (turbines),litre,Kérosène Jet A1 ou A France continentale,2018,3.019,0.0545,0.0056,0,3.0791,0.05,kg eCO2/litre
Véhicules,Aéronef,Hélicoptère (turbines),litre,Kérosène Jet A1 ou A France continentale,2018,3.019,0.0545,0.0056,0,3.0791,0.05,kg eCO2/litre
Véhicules,Bateau,Essence,litre,"Essence - Supercarburant sans plomb (95, 95-E10, 98)",2021,6.083,0.1636,0.2585,0,6.5051,0.1,kg eCO2/litre
Véhicules,Bateau,Fioul lourd HFO,litre,HFO (Heavy Fuel Oil) - ISO 8217 classes RME à RMK,2014,2.893,0.0399,0.0,0,2.9329,0.05,kg eCO2/litre
Véhicules,Bateau,Fioul léger HFO,litre,LFO (Light Fuel Oil) - ISO 8217 classes RMA à RMD (maritime),2014,2.999,0.0516,0.0,0,3.0506,0.05,kg eCO2/litre
Véhicules,Bateau,Diesel,litre,MDO (Marine Diesel Oil) - ISO 8217 classes DMX à DMC,2014,2.999,0.0516,0.0,0,3.0506,0.05,kg eCO2/litre
Véhicules,Bateau,Campagnes en mer,jours mer,Bateau oceanographique avec couchage à bord - Non disponible dans base ademe,2019,0.0,0.0,0.0,0,910.0,0.6,kg eCO2/jours mer
Véhicules,Bateau,Campagnes côtières,heure.mer,Bateau oceanographique local sans couchage à bord - Non disponible dans base ademe,2019,0.0,0.0,0.0,0,7.6,0.6,kg eCO2/heure.mer
Infra. de recherche,CERN,with.lhc,Utilisateur(s),Expérience LHC,2022,0.0,0.0,0.0,0,25120.0,0.37,kg eCO2/Utilisateur(s)
Infra. de recherche,CERN,without.lhc,Utilisateur(s),Expérience non-LHC,2022,0.0,0.0,0.0,0,9380.0,0.3,kg eCO2/Utilisateur(s)
Infra. de recherche,Calcul GENCI,cpu,heures.coeur,CPU,2023,0.0,0.0,0.0,0,0.00062,0.21,kg eCO2/heures.coeur
Infra. de recherche,Calcul GENCI,GPU puissant,heures.GPU,GPU,2023,0.0,0.0,0.0,0,0.03337,0.6,kg eCO2/heures.GPU
Infra. de recherche,Astronomie,TAROT,% utilisation infra.,TAROT,2023,0.0,0.0,0.0,0,238500.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,PdM,% utilisation infra.,Pic-du-Midi Observatory,2023,0.0,0.0,0.0,0,265000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,NOWT,% utilisation infra.,Nanshan Observatory,2023,0.0,0.0,0.0,0,265000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,C2PU,% utilisation infra.,C2PU (Calern),2023,0.0,0.0,0.0,0,530000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,OGLE,% utilisation infra.,OGLE (1.3m Warsaw),2023,0.0,0.0,0.0,0,521500.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Tillinghast,% utilisation infra.,Tillinghast (FLWO),2023,0.0,0.0,0.0,0,754400.0000000001,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SPM,% utilisation infra.,San Pedro Martir Observatory,2023,0.0,0.0,0.0,0,754400.0000000001,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,KMTNet,% utilisation infra.,KMTNet,2023,0.0,0.0,0.0,0,4630100.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,BOAO,% utilisation infra.,BOAO,2023,0.0,0.0,0.0,0,1207400.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,OHP,% utilisation infra.,OHP,2023,0.0,0.0,0.0,0,1445400.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,TBL,% utilisation infra.,TBL,2023,0.0,0.0,0.0,0,1685100.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,HCT,% utilisation infra.,Himalayan Chandra Telescope,2023,0.0,0.0,0.0,0,1605000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Xinglong,% utilisation infra.,Xinglong Station (2.16m),2023,0.0,0.0,0.0,0,1932600.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Lijiang,% utilisation infra.,LiJiang (YAO),2023,0.0,0.0,0.0,0,2536300.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,CFHT,% utilisation infra.,CFHT,2023,0.0,0.0,0.0,0,21988600.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,LaSilla,% utilisation infra.,La Silla (HARPSpol),2023,0.0,0.0,0.0,0,25112700.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,AAT,% utilisation infra.,Anglo-Australian Telescope,2023,0.0,0.0,0.0,0,33551800.000000004,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,VLT,% utilisation infra.,VLT (Paranal),2023,0.0,0.0,0.0,0,342155000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Gemini,% utilisation infra.,Gemini-South,2023,0.0,0.0,0.0,0,35530000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,GTC,% utilisation infra.,GTC,2023,0.0,0.0,0.0,0,29880000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,NRO,% utilisation infra.,Nobeyama Radio Observatory,2023,0.0,0.0,0.0,0,12611000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Noto,% utilisation infra.,Noto Radio Observatory,2023,0.0,0.0,0.0,0,378000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,APEX,% utilisation infra.,APEX,2023,0.0,0.0,0.0,0,5475000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,JCMT,% utilisation infra.,James Clerk Maxwell Telescope,2023,0.0,0.0,0.0,0,10555700.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,GBT,% utilisation infra.,Green Bank Telescope,2023,0.0,0.0,0.0,0,31247100.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,LMT,% utilisation infra.,LMT,2023,0.0,0.0,0.0,0,19289800.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SMA,% utilisation infra.,SMA,2023,0.0,0.0,0.0,0,14353600.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,IRAM,% utilisation infra.,IRAM,2023,0.0,0.0,0.0,0,15990000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,LOFAR,% utilisation infra.,LOFAR,2023,0.0,0.0,0.0,0,50290800.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,ALMA,% utilisation infra.,ALMA,2023,0.0,0.0,0.0,0,325772300.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,ATCA,% utilisation infra.,ATCA,2023,0.0,0.0,0.0,0,23735399.999999996,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MeerKAT,% utilisation infra.,MeerKAT,2023,0.0,0.0,0.0,0,33814000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,VLA,% utilisation infra.,VLA,2023,0.0,0.0,0.0,0,85217500.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,VLBA,% utilisation infra.,VLBA,2023,0.0,0.0,0.0,0,35481600.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,EHT,% utilisation infra.,EHT,2023,0.0,0.0,0.0,0,12579800.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,THEMIS,% utilisation infra.,THEMIS Solar telescope,2023,0.0,0.0,0.0,0,275000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MLSO,% utilisation infra.,Mauna Loa Solar Observatory,2023,0.0,0.0,0.0,0,305800.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SOFIA,% utilisation infra.,SOFIA,2023,0.0,0.0,0.0,0,285919000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,HESS,% utilisation infra.,HESS,2023,0.0,0.0,0.0,0,14041300.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Meudon,% utilisation infra.,Meudon spectroheliograph,2023,0.0,0.0,0.0,0,0.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SuperDARN,% utilisation infra.,SuperDARN,2023,0.0,0.0,0.0,0,0.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,TRAO,% utilisation infra.,Taeduk Radio Astronomy Observatory,2023,0.0,0.0,0.0,0,0.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,ACT,% utilisation infra.,Atacama Cosmology Telescope,2023,0.0,0.0,0.0,0,0.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,PSP,% utilisation infra.,Parker Solar Probe,2023,0.0,0.0,0.0,0,34250000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SDO,% utilisation infra.,Solar Dynamics Observatory,2023,0.0,0.0,0.0,0,155000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SOHO,% utilisation infra.,SoHO,2023,0.0,0.0,0.0,0,92500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MMS,% utilisation infra.,Magnetospheric Multiscale Mission,2023,0.0,0.0,0.0,0,68000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Cluster,% utilisation infra.,Cluster,2023,0.0,0.0,0.0,0,240000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,DoubleStar,% utilisation infra.,Double Star (TC-1. TC-2),2023,0.0,0.0,0.0,0,28000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,DEMETER,% utilisation infra.,DEMETER,2023,0.0,0.0,0.0,0,6500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,STEREO,% utilisation infra.,STEREO,2023,0.0,0.0,0.0,0,61900000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,ACE,% utilisation infra.,ACE,2023,0.0,0.0,0.0,0,37600000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,IMP-8,% utilisation infra.,IMP-8,2023,0.0,0.0,0.0,0,20500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,GEOTAIL,% utilisation infra.,GEOTAIL,2023,0.0,0.0,0.0,0,50450000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,WIND,% utilisation infra.,WIND,2023,0.0,0.0,0.0,0,62500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,TIMED,% utilisation infra.,TIMED,2023,0.0,0.0,0.0,0,33000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,VEX,% utilisation infra.,Venus Express,2023,0.0,0.0,0.0,0,63500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MAVEN,% utilisation infra.,MAVEN,2023,0.0,0.0,0.0,0,122700000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MEX,% utilisation infra.,Mars Express,2023,0.0,0.0,0.0,0,61150000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,InSight,% utilisation infra.,InSight,2023,0.0,0.0,0.0,0,34700000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MSL,% utilisation infra.,Curiosity,2023,0.0,0.0,0.0,0,194650000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,MRO,% utilisation infra.,Mars Reconnaissance Orbiter,2023,0.0,0.0,0.0,0,109000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Galileo,% utilisation infra.,Galileo,2023,0.0,0.0,0.0,0,128000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Juno,% utilisation infra.,Juno,2023,0.0,0.0,0.0,0,181250000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Cassini,% utilisation infra.,Cassini,2023,0.0,0.0,0.0,0,291000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Rosetta,% utilisation infra.,Rosetta,2023,0.0,0.0,0.0,0,145000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Dawn,% utilisation infra.,Dawn,2023,0.0,0.0,0.0,0,60885000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,TESS,% utilisation infra.,TESS,2023,0.0,0.0,0.0,0,16250000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,GAIA,% utilisation infra.,GAIA,2023,0.0,0.0,0.0,0,101700000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Hipparcos,% utilisation infra.,Hipparcos,2023,0.0,0.0,0.0,0,57000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Spitzer,% utilisation infra.,Spitzer,2023,0.0,0.0,0.0,0,47500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,GALEX,% utilisation infra.,GALEX,2023,0.0,0.0,0.0,0,14000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Kepler,% utilisation infra.,Kepler,2023,0.0,0.0,0.0,0,52620000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Akari,% utilisation infra.,Akari (Astro-F),2023,0.0,0.0,0.0,0,47600000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Herschel,% utilisation infra.,Herschel,2023,0.0,0.0,0.0,0,170000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,WISE,% utilisation infra.,WISE,2023,0.0,0.0,0.0,0,33050000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,HST,% utilisation infra.,HST,2023,0.0,0.0,0.0,0,555500000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Planck,% utilisation infra.,Planck,2023,0.0,0.0,0.0,0,95000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,ROSAT,% utilisation infra.,ROSAT,2023,0.0,0.0,0.0,0,121050000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,RXTE,% utilisation infra.,RXTE,2023,0.0,0.0,0.0,0,160000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,XMM,% utilisation infra.,XMM-Newton,2023,0.0,0.0,0.0,0,190000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Chandra,% utilisation infra.,Chandra,2023,0.0,0.0,0.0,0,293000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,NICER,% utilisation infra.,NICER (ISS),2023,0.0,0.0,0.0,0,18600000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,NUSTAR,% utilisation infra.,NuSTAR,2023,0.0,0.0,0.0,0,18000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,AstroSat,% utilisation infra.,AstroSat,2023,0.0,0.0,0.0,0,75750000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,SWIFT,% utilisation infra.,SWIFT,2023,0.0,0.0,0.0,0,42150000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Suzaku,% utilisation infra.,Suzaku (Astro-E2),2023,0.0,0.0,0.0,0,85300000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,INTEGRAL,% utilisation infra.,INTEGRAL,2023,0.0,0.0,0.0,0,200000000.0,0.8,kg eCO2/% utilisation infra.
Infra. de recherche,Astronomie,Fermi,% utilisation infra.,Fermi,2023,0.0,0.0,0.0,0,215150000.0,0.8,kg eCO2/% utilisation infra.
Activités agricoles,Utilisation d'engrais,minerals,kg d'azote,Epandage d'engrais minéraux,2018,0.0,0.0,5.73,0,5.73,4.0,kg eCO2/kg d'azote
Activités agricoles,Utilisation d'engrais,organic,kg d'azote,Epandage d'engrais organiques,2017,0.0,0.0,6.01,0,6.01,4.0,kg eCO2/kg d'azote
Activités agricoles,Cheptel,grassfed.lambs,animal.an,Agneaux à l'herbe,2013,6.825510551,59.189758992,33.289844045,0,99.305113588,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,slaughter.lambs,animal.an,Agneaux de boucherie,2013,6.825510551,25.589758992,17.919844045,0,50.335113588,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,ewe.lambs,animal.an,Agnelles,2013,15.35739874,194.07695776,131.5458993,0,340.9802558,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,aries,animal.an,Béliers,2013,25.59566457,494.261596276,174.4581655,0,694.315426346,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,beef,animal.an,Bœuf,2013,598.8505337,2129.79734024,806.256905055,0,3534.904779,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,billy.goats,animal.an,Boucs,2013,29.00841984,539.256475772,238.935587655,0,807.200483267,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,ewes,animal.an,Brebis,2013,25.59566457,429.861596276,264.8231655,0,720.280426346,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,calves,animal.an,"Broutards, veaux",2013,119.7701067,610.19946806,398.691380905,0,1128.66095567,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,ducks,animal.an,Canards,2013,0.375968411,22.4,1.87632667,0,24.652295081,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,draft.horses,animal.an,Chevaux de trait,2013,598.8505337,1449.39734024,509.456905055,0,2557.704779,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,goats,animal.an,Chèvres,2013,29.00841984,990.056475772,239.995587655,0,1259.06048327,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,goat.kids,animal.an,Chevrettes,2013,15.35739874,160.47695776,96.3008993,0,272.1352558,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,turkeys,animal.an,Dindes,2013,0.295403751,22.4,1.75818543,0,24.453589181,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,heifers,animal.an,"Génisses, taurillons",2013,598.8505337,1866.59734024,806.256905055,0,3271.704779,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,empty.mares,animal.an,"Hongres, juments vides",2013,598.8505337,1449.39734024,509.456905055,0,2557.704779,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,breeding.mares,animal.an,"Juments reproductrices, étalons",2013,598.8505337,1524.99734024,509.456905055,0,2633.304779,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,guinea.fowl.mares,animal.an,Pintades fermières,2013,0.4968154,22.4,2.05353906,0,24.95035446,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,fattening.pigs,animal.an,Porcs à l'engrais,2013,0.431020928,229.6,20.7720568,0,250.803077728,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,foals,animal.an,Poulains,2013,199.6168446,824.732446748,169.81896844,0,1194.16825979,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,laying.hens,animal.an,Poules pondeuses,2013,0.0,25.2,2.915,0,28.115,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,freerange.chickens,animal.an,Poulets fermiers,2013,0.41625074,22.4,1.935397555,0,24.751648295,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,industrial.chickens,animal.an,Poulets industriels,2013,0.255121421,19.6,1.699114545,0,21.554235966,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,bulls,animal.an,Taureaux,2013,598.8505337,3056.59734024,806.256905055,0,4461.704779,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,mother.sows,animal.an,Truies mères,2013,0.0,1288.0,77.91,0,1365.91,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,suckler.cows,animal.an,Vaches allaitantes,2013,638.7739027,2591.06382959,1335.77069869,0,4575.60843098,0.5,kg eCO2/animal.an
Activités agricoles,Cheptel,dairy.cows,animal.an,Vaches laitières,2013,638.7739027,3987.06382959,1423.22069869,0,6049.05843098,0.5,kg eCO2/animal.an
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA01,euro,"Pains, patisseries, viennoiseries congeles",2019,0.0,0.0,0.0,0,1.1,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA02,euro,Produits carnes congeles,2019,0.0,0.0,0.0,0,1.5,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA03,euro,Produits de la mer ou deau douce congeles,2019,0.0,0.0,0.0,0,1.5,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA04,euro,Fruits et legumes congeles,2019,0.0,0.0,0.0,0,1.5,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA05,euro,Preparations alimentaires et plats cuisines congeles,2019,0.0,0.0,0.0,0,1.1,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA11,euro,"Pains, patisseries, viennoiseries frais",2019,0.0,0.0,0.0,0,0.63,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA12,euro,Viandes fraiches - refrigerees,2019,0.0,0.0,0.0,0,2.0,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA13,euro,Produits de la mer ou deau douce frais,2019,0.0,0.0,0.0,0,1.2,0.8,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA14,euro,Fruits et legumes frais ou refrigeres,2019,0.0,0.0,0.0,0,1.4,0.6,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA15,euro,Oeufs et produits laitiers ,2019,0.0,0.0,0.0,0,1.9,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA16,euro,Preparations alimentaires et plats cuisines frais - refrigeres,2019,0.0,0.0,0.0,0,0.73,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA21,euro,Boissons non alcoolisees,2019,0.0,0.0,0.0,0,0.72,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA22,euro,Boissons alcolisees,2019,0.0,0.0,0.0,0,0.68,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA23,euro,Conserves et epicerie,2019,0.0,0.0,0.0,0,0.77,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA31,euro,Aliments adaptes a l'enfant,2019,0.0,0.0,0.0,0,0.73,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",AA32,euro,Aliments dietetiques sans fin medicale,2019,0.0,0.0,0.0,0,0.73,0.5,kg eCO2/euro
